,NumDots,PathLevel,NumDash,NumDashInHostname,HostnameLength,NumSensitiveWords,PctExtHyperlinks,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,IframeOrFrame,UrlLengthRT,AbnormalExtFormActionR,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
6361,1,5,6,0,7,0,0.0692640693,1,0.0086580087,0,0,1,0,0,1,0
470,1,4,1,0,13,0,0.0,1,0.0,0,0,0,-1,1,1,1
9944,2,3,0,0,24,0,0.0838323353,0,0.002994012,0,0,0,1,1,1,0
3492,2,3,0,0,27,0,0.0,1,1.0,1,0,1,0,1,-1,1
6091,3,1,4,0,16,0,0.0,1,0.0,0,0,0,0,1,1,0
2671,3,3,0,0,18,0,0.0,1,0.0,0,0,0,0,1,1,1
9800,2,2,2,0,14,0,0.0,1,0.0,0,0,0,1,1,1,0
2224,2,2,0,0,14,0,0.0,1,0.0,0,0,0,1,0,1,1
1106,6,2,0,0,14,0,0.9230769231,1,0.0,1,0,0,0,1,-1,1
2188,2,2,0,0,15,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
818,3,3,0,0,13,0,0.0,1,0.0,0,0,0,1,1,1,1
5571,2,5,11,0,20,0,0.0714285714,0,0.0238095238,0,0,1,-1,1,1,0
4523,2,4,0,0,12,0,1.0,0,0.0,1,0,0,1,1,-1,1
5793,2,5,4,0,20,0,0.3793103448,1,0.0098522167,0,0,1,0,1,0,0
9381,4,3,0,0,13,0,0.1005586592,1,0.0055865922,0,1,0,0,1,1,0
8780,2,0,0,0,20,0,0.2,1,0.0,0,1,0,1,-1,1,0
7459,2,2,4,0,17,0,0.072815534,1,0.0,0,0,0,-1,0,1,0
2624,2,3,4,0,19,0,0.0,1,0.0,1,0,0,-1,1,1,1
7094,1,3,8,0,11,0,0.0093457944,0,0.0,0,0,0,-1,1,1,0
9392,2,4,0,0,14,0,0.0602409639,1,0.0481927711,0,0,0,1,-1,1,0
9916,3,1,0,0,24,0,0.0,0,0.0,0,1,1,1,1,1,0
9119,2,2,0,0,12,0,0.0481927711,1,0.0,0,0,1,1,1,1,0
888,1,3,2,2,29,0,0.9230769231,1,0.0,1,0,0,0,1,-1,1
2437,3,13,0,0,13,0,0.0,1,1.0,0,0,0,0,1,-1,1
6056,1,3,6,0,10,0,0.0981595092,0,0.0429447853,0,0,1,-1,1,1,0
7064,1,4,7,0,16,0,0.4146341463,1,0.0,0,0,1,-1,-1,0,0
817,4,1,0,0,11,1,0.0,1,0.0,0,0,0,0,1,1,1
8934,2,2,0,0,20,0,0.0457142857,1,0.0,0,0,1,1,0,1,0
3414,3,3,1,0,21,1,0.0,1,0.0,0,0,0,0,1,1,1
6352,1,2,8,0,10,0,0.1395348837,1,0.0852713178,0,1,0,0,1,1,0
2341,4,1,0,0,35,0,0.0,0,0.0,1,0,0,1,1,1,1
9029,2,5,3,0,19,0,0.1979166667,1,0.0,0,1,1,0,-1,1,0
3167,2,3,0,0,26,0,0.0,1,0.0,0,0,0,1,1,1,1
1809,1,3,1,1,13,0,0.0,1,0.0,0,0,0,0,1,1,1
8035,1,2,8,0,8,0,0.1875,0,0.0267857143,0,1,0,0,1,1,0
1264,2,4,1,0,17,0,0.0,1,0.0,0,0,0,0,1,1,1
5086,2,0,0,0,14,0,0.0152905199,1,0.003058104,0,0,0,1,1,1,0
9675,2,2,0,0,18,0,0.0839694656,1,0.0152671756,0,0,1,1,1,1,0
5835,2,3,9,1,21,0,0.0687285223,1,0.0,0,0,0,-1,1,1,0
5194,2,5,4,0,13,0,0.1132075472,0,0.0188679245,0,0,0,0,1,1,0
4449,3,3,2,0,12,0,0.0,1,0.0,0,0,0,0,1,1,1
4945,2,6,1,0,35,0,0.0,1,1.0,0,0,1,-1,1,-1,1
4045,2,4,1,0,21,0,0.0,1,0.0,0,0,0,1,1,1,1
6503,2,2,0,0,14,0,0.0865800866,1,0.0,0,0,0,-1,1,1,0
3702,2,3,0,0,19,0,0.9090909091,1,0.0909090909,0,0,1,0,1,-1,1
1035,1,2,1,1,12,0,0.0,1,0.0,0,0,0,1,1,1,1
9256,3,4,1,0,14,0,0.0178571429,0,0.0178571429,0,0,1,1,1,1,0
5590,2,8,0,0,22,0,0.0465116279,0,0.023255814,0,1,1,-1,1,1,0
1228,2,3,0,0,10,0,0.0,1,1.0,1,0,0,1,1,-1,1
9999,3,2,3,0,10,0,0.0896226415,1,0.0047169811,0,0,0,1,1,1,0
6811,3,4,0,0,12,0,0.1034482759,1,0.1379310345,0,0,0,0,1,1,0
5141,2,4,4,0,11,0,0.2253521127,1,0.0246478873,0,1,1,-1,-1,1,0
52,2,2,0,0,17,0,0.0,1,1.0,0,0,1,1,1,-1,1
9067,2,1,1,0,7,0,0.2833333333,1,0.0,0,0,1,0,0,1,0
8395,1,0,0,0,18,0,0.2419354839,1,0.0,0,0,0,1,1,1,0
159,3,2,0,0,9,0,0.2236842105,1,0.0,0,0,0,1,1,1,1
7552,3,4,11,0,15,0,0.0480769231,0,0.0096153846,0,0,0,-1,1,1,0
1587,14,3,1,0,14,0,0.0,1,0.0,0,0,0,-1,1,1,1
1589,3,4,1,0,26,0,0.0,1,0.0,0,0,0,-1,1,1,1
9841,2,3,0,0,11,0,0.1214285714,1,0.05,0,0,0,1,1,1,0
9328,3,3,1,0,12,0,0.04375,1,0.0125,0,0,1,0,1,1,0
6930,1,5,5,0,13,0,0.1935483871,1,0.0537634409,0,0,1,0,1,1,0
6596,2,7,7,0,12,0,0.0931677019,1,0.0124223602,0,1,1,-1,1,1,0
6174,2,5,7,0,7,0,0.3734939759,1,0.0120481928,0,0,0,-1,1,0,0
8098,4,8,0,0,22,0,0.0145772595,1,0.0145772595,0,0,1,-1,-1,1,0
3858,2,3,0,0,14,0,0.8947368421,1,0.0,0,1,1,1,1,-1,1
9814,3,1,0,0,16,0,0.0444444444,0,0.0,0,0,1,0,1,1,0
6691,2,3,18,0,17,0,0.1428571429,1,0.0666666667,0,0,0,-1,1,1,0
2828,3,1,1,1,21,0,0.0,1,1.0,0,0,0,1,1,-1,1
436,2,4,1,0,13,0,0.0,1,0.0,0,0,0,-1,1,1,1
8274,2,1,0,0,12,0,0.9615384615,1,0.0,1,0,1,1,-1,-1,0
8168,2,5,8,0,20,0,0.2820512821,1,0.0512820513,0,1,1,-1,1,0,0
3878,1,2,0,0,20,0,1.0,1,0.0,1,0,1,1,1,-1,1
1588,3,4,1,0,26,0,0.0,1,0.0,0,0,0,-1,1,1,1
2780,2,2,1,1,43,0,0.0,0,1.0,0,0,0,0,1,-1,1
8981,1,3,2,0,13,0,0.0163934426,1,0.2295081967,0,0,0,1,0,1,0
8561,1,1,0,0,13,0,0.0186335404,1,0.0310559006,0,0,0,1,1,1,0
5686,1,3,4,0,9,0,0.048,1,0.024,0,0,0,0,1,1,0
3965,3,2,0,0,31,0,0.0,1,0.0,0,0,0,0,1,1,1
4727,2,5,2,1,15,0,0.9726027397,0,0.0,1,0,0,-1,0,-1,1
973,3,2,1,0,26,0,0.0,1,0.0,0,0,0,0,1,1,1
1238,3,5,0,0,16,0,0.0,1,1.0,1,0,0,0,1,-1,1
2951,2,4,0,0,18,0,1.0,1,0.0,1,0,0,0,1,-1,1
2342,2,5,1,0,23,0,0.0,1,1.0,0,0,0,-1,1,-1,1
6520,2,2,0,0,13,0,0.0222222222,1,0.0,0,0,1,-1,1,1,0
7310,3,1,0,0,13,0,0.0,0,0.0,0,0,0,-1,1,1,0
6046,1,3,3,0,9,0,0.0114192496,1,0.0473083197,0,1,1,0,-1,1,0
2158,2,5,0,0,17,1,1.0,1,0.0,1,0,0,0,1,-1,1
9288,2,3,2,0,21,0,0.2696629213,1,0.0112359551,0,0,1,1,0,1,0
6589,3,2,1,0,19,0,0.0,1,0.25,0,0,0,-1,1,1,0
1497,4,3,0,0,20,0,1.0,1,0.0,0,0,1,1,1,-1,1
4545,3,3,0,0,15,0,1.0,1,0.0,1,0,1,0,1,-1,1
6465,1,4,0,0,20,0,0.125,0,0.0,0,0,0,0,1,1,0
4257,1,2,0,0,16,0,0.2587412587,1,0.0,0,0,0,0,1,1,1
2422,3,3,0,0,20,1,0.8888888889,1,0.1111111111,0,0,0,1,1,-1,1
8564,3,2,0,0,18,0,0.0,0,0.0,0,1,0,1,1,1,0
5185,2,9,4,0,13,0,0.0526315789,1,0.0789473684,0,0,1,-1,1,1,0
5647,2,6,0,0,22,0,0.0069605568,1,0.0023201856,0,0,0,0,1,1,0
357,2,0,0,0,24,0,0.4444444444,1,0.0,1,0,0,1,0,0,1
5242,3,5,0,0,27,0,0.7222222222,1,0.0,0,1,1,0,1,-1,0
8011,1,2,6,0,8,0,0.1208053691,0,0.0201342282,0,1,0,0,1,1,0
9240,2,1,0,0,15,0,0.05,1,0.1666666667,0,1,0,1,1,1,0
2092,8,4,1,1,66,0,0.0,0,0.6666666667,1,0,0,-1,0,0,1
5409,2,6,0,0,13,0,0.7797833935,1,0.0252707581,0,0,1,0,1,-1,0
2015,3,3,0,0,24,0,0.0,1,1.0,0,0,1,1,1,-1,1
9059,1,2,1,0,12,0,0.0,0,0.0,0,0,1,1,1,1,0
4044,3,3,0,0,16,0,0.5,1,0.0,0,0,1,0,1,0,1
187,3,2,1,1,17,0,0.0,1,0.0588235294,0,0,1,1,1,1,1
6858,3,2,6,0,25,0,0.0909090909,1,0.025974026,0,0,1,-1,1,1,0
3655,3,4,5,4,57,0,0.0555555556,1,0.9444444444,0,0,1,-1,1,-1,1
3426,3,5,5,4,66,0,0.0555555556,1,0.9444444444,0,0,1,-1,1,-1,1
7194,3,3,8,0,12,0,0.1261261261,1,0.0810810811,0,0,0,-1,1,1,0
1381,3,3,0,0,13,0,0.0,1,0.0,0,0,0,1,1,1,1
7468,1,4,4,0,19,0,0.0389048991,1,0.0,0,0,1,0,1,1,0
413,2,6,2,1,20,0,1.0,1,0.0,1,0,1,0,0,-1,1
5037,2,1,0,0,19,2,0.0,0,0.0,0,0,1,1,1,1,0
4897,3,5,2,1,15,0,1.0,1,0.0,1,0,0,0,1,-1,1
3336,2,9,15,0,16,0,0.0,1,0.0,0,0,0,-1,1,1,1
3606,2,6,0,0,20,0,0.0,0,0.0,1,0,0,0,1,1,1
3175,2,6,0,0,23,1,0.0,1,1.0,0,0,0,0,1,-1,1
2241,2,2,1,1,40,0,0.0,0,1.0,0,0,0,0,1,-1,1
9708,2,5,2,0,14,0,0.0859375,1,0.015625,0,0,0,0,-1,1,0
7796,2,1,0,0,20,0,0.0555555556,0,0.0,0,0,0,0,1,1,0
256,2,4,1,0,22,0,0.0,1,0.0,0,0,0,0,1,1,1
8620,2,1,0,0,11,0,0.4848484848,1,0.0303030303,0,0,1,1,1,0,0
200,3,5,1,0,24,0,0.0,1,0.0,0,0,0,0,1,1,1
2235,2,7,1,1,28,2,0.0,1,0.0,0,0,0,-1,1,1,1
4743,2,4,1,1,15,0,0.0,1,0.0,0,0,0,1,1,1,1
1767,3,4,0,0,16,0,0.0,1,1.0,1,0,1,1,1,-1,1
4236,3,4,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1,1
6729,1,6,14,0,19,0,0.1897435897,0,0.0,0,0,1,-1,1,1,0
8450,1,2,0,0,14,0,0.0444444444,1,0.0,0,0,0,1,1,1,0
7277,1,5,3,0,16,0,0.2075471698,1,0.0566037736,0,0,1,0,0,1,0
1572,2,2,0,0,10,0,0.0,1,1.0,0,0,0,1,1,-1,1
24,4,2,0,0,31,0,1.0,1,0.0,1,0,0,0,1,-1,1
3363,3,5,5,4,66,0,0.0555555556,1,0.9444444444,0,0,1,-1,1,-1,1
1088,2,2,1,1,18,0,0.0,1,1.0,1,0,0,1,1,-1,1
4674,2,3,1,0,24,0,0.0,1,0.0,0,0,0,0,1,1,1
2694,4,4,1,0,20,0,1.0,1,0.0,1,0,1,0,0,-1,1
7582,3,1,0,0,29,0,0.04,1,0.0,0,0,0,-1,1,1,0
3398,2,2,1,1,14,0,0.0294117647,1,0.0,0,0,0,1,1,1,1
3559,5,9,0,0,15,0,0.0,1,0.0,0,0,0,-1,1,1,1
9156,2,4,0,0,12,0,0.0545454545,1,0.0363636364,0,1,1,1,0,1,0
2841,2,3,2,0,9,0,0.0,1,0.0,1,0,0,0,1,1,1
2311,3,5,1,0,29,0,0.0,1,0.0,0,0,0,0,1,1,1
8333,1,0,1,1,22,0,0.0281690141,1,0.046277666,0,0,1,1,0,1,0
3234,2,2,7,7,71,2,0.0,1,0.0,0,0,0,-1,1,1,1
4152,4,7,0,0,21,0,0.0,1,1.0,0,0,0,-1,1,-1,1
1309,3,1,0,0,21,0,0.0,1,1.0,1,0,0,1,0,-1,1
695,4,3,0,0,12,1,0.375,1,0.0,1,0,0,-1,1,0,1
9859,2,2,3,0,14,0,0.0630630631,1,0.0405405405,0,0,0,0,-1,1,0
3752,2,3,0,0,20,0,0.0,1,1.0,1,0,1,1,1,-1,1
6337,2,7,18,0,22,0,0.4418604651,1,0.0697674419,0,0,1,-1,1,0,0
1227,2,2,0,0,21,0,1.0,1,0.0,1,0,0,1,1,-1,1
1999,2,1,0,0,18,0,0.0,1,0.0,1,0,0,1,1,1,1
276,3,3,1,1,41,0,0.0,0,0.0,0,0,0,-1,1,1,1
8176,1,3,3,0,24,0,0.2021276596,1,0.0638297872,0,0,1,0,0,1,0
7664,4,1,7,0,32,0,0.2459016393,1,0.0491803279,0,0,0,-1,1,1,0
5929,3,2,6,0,20,0,0.0538461538,0,0.0076923077,0,0,0,-1,1,1,0
2953,2,4,0,0,18,0,1.0,1,0.0,1,0,0,0,1,-1,1
3637,2,3,1,0,29,1,0.0,0,0.0,1,0,0,-1,1,1,1
3906,3,4,1,1,33,0,0.0,1,1.0,0,0,0,0,1,-1,1
4778,4,4,0,0,17,0,0.0,1,1.0,0,0,0,1,1,-1,1
5845,3,5,0,0,20,0,0.4545454545,1,0.0,0,0,0,-1,1,0,0
9698,3,2,1,0,15,0,0.0833333333,0,0.2222222222,0,0,1,0,1,1,0
4117,3,4,0,0,18,0,1.0,1,0.0,1,0,1,0,0,-1,1
7030,1,3,2,0,20,0,0.0404040404,1,0.0,0,0,0,-1,1,1,0
1137,4,3,0,0,12,1,0.375,1,0.0,1,0,0,-1,1,0,1
2767,2,2,1,1,45,0,0.0,0,1.0,0,0,0,0,1,-1,1
2334,4,4,0,0,20,0,0.0,1,1.0,0,0,0,0,1,-1,1
7706,2,2,4,0,13,0,0.1111111111,1,0.0793650794,0,0,1,0,1,1,0
942,3,4,1,0,20,0,1.0,1,0.0,1,0,1,1,1,-1,1
7662,1,3,5,0,16,0,0.2363636364,1,0.0454545455,0,0,1,0,1,1,0
2490,2,2,1,1,34,0,0.0,0,1.0,0,0,0,1,1,-1,1
9679,2,3,1,0,23,0,0.0470588235,1,0.0117647059,0,0,1,0,1,1,0
6290,2,2,0,0,15,0,0.0740740741,1,0.0,0,0,0,0,1,1,0
4935,4,8,0,0,21,1,0.6470588235,1,0.2352941176,0,0,0,-1,1,-1,1
3935,2,2,1,1,22,0,0.75,1,0.0,0,0,0,1,1,-1,1
6956,2,3,6,0,14,0,0.0933333333,0,0.0,0,1,0,-1,1,1,0
2384,4,2,0,0,29,1,0.8888888889,1,0.1111111111,0,0,0,0,1,-1,1
115,3,2,2,2,37,0,1.0,1,0.0,0,0,1,0,1,-1,1
1863,3,3,0,0,28,0,0.0,1,0.0,0,0,0,0,1,1,1
9976,2,2,1,0,13,0,0.0869565217,1,0.0,0,1,0,1,-1,1,0
3119,2,2,0,0,22,0,0.0,1,1.0,0,0,0,0,1,-1,1
4258,2,2,0,0,16,0,0.0,1,0.0,0,0,0,1,1,1,1
6705,1,6,2,0,21,0,0.0392156863,0,0.0196078431,0,0,0,0,1,1,0
902,4,6,0,0,31,0,0.0,1,0.0,0,0,0,0,1,1,1
2819,5,1,1,1,29,1,0.8888888889,1,0.0,1,0,0,0,1,-1,1
3822,4,9,1,0,18,1,0.0,1,0.0,0,0,0,-1,1,1,1
8161,1,1,0,0,18,0,0.0523809524,1,0.0,0,0,0,-1,1,1,0
6890,2,0,0,0,13,0,0.0057471264,1,0.0,0,0,0,0,-1,1,0
9090,3,1,0,0,11,0,0.0124787294,1,0.0028360749,0,0,1,1,1,1,0
4699,4,7,1,0,21,0,0.0,1,1.0,0,0,0,-1,1,-1,1
8918,1,1,0,0,14,0,0.2857142857,0,0.0,0,1,0,0,1,1,0
3802,3,3,0,0,20,0,0.0,1,1.0,1,0,1,0,1,-1,1
6068,2,3,7,0,19,0,0.09375,1,0.0,0,1,1,-1,1,1,0
5810,2,5,2,0,21,0,0.2233009709,1,0.0,0,0,1,0,1,1,0
3536,2,7,2,0,25,1,0.0,1,0.0,0,0,0,-1,1,1,1
3825,3,3,0,0,21,1,0.0,1,0.0,0,0,0,1,1,1,1
8642,1,4,3,0,13,0,0.2307692308,1,0.0096153846,0,0,0,1,1,1,0
8608,1,5,1,0,23,0,0.2948717949,1,0.0448717949,0,0,1,0,0,0,0
4810,3,3,0,0,18,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
1946,3,2,0,0,16,0,1.0,1,0.0,1,0,0,1,1,-1,1
8600,1,3,0,0,10,0,0.0267857143,0,0.0,0,0,0,1,1,1,0
7136,1,5,6,0,8,0,0.1346153846,1,0.0,0,0,1,0,1,1,0
5335,2,6,9,0,21,0,0.7076923077,1,0.0,0,1,0,-1,0,-1,0
3488,2,7,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1,1
1610,4,4,0,0,10,0,0.0,1,0.0,0,0,0,0,1,1,1
7461,2,1,5,0,16,0,0.0294117647,1,0.0,0,1,0,0,1,1,0
8473,2,0,0,0,23,0,0.0681818182,1,0.0,0,0,1,1,1,1,0
4677,3,3,0,0,24,0,0.0,1,0.0,0,0,0,0,1,1,1
4959,7,3,0,0,46,2,0.0,1,1.0,0,0,0,0,1,-1,1
5867,1,4,4,0,11,0,0.1224489796,1,0.0,0,0,0,-1,1,1,0
8763,1,3,0,0,17,0,0.1172839506,1,0.0,0,1,0,1,0,1,0
4761,2,4,0,0,15,0,1.0,1,0.0,1,0,0,0,1,-1,1
2194,2,4,0,0,14,1,0.0,1,0.0,0,0,0,0,1,1,1
8003,1,5,4,0,10,0,0.1346153846,1,0.1442307692,0,1,0,0,1,1,0
5701,1,6,5,1,11,0,0.0769230769,1,0.0,0,0,0,-1,1,1,0
5113,4,4,0,0,21,0,0.3636363636,1,0.1818181818,0,0,0,0,1,0,0
557,4,4,0,0,13,1,0.0,1,1.0,1,0,1,0,1,-1,1
8065,1,4,1,0,14,0,0.1376146789,1,0.0366972477,0,0,0,0,1,1,0
5139,2,0,2,0,11,0,0.0352941176,0,0.0,0,0,0,0,1,1,0
1207,1,4,0,0,14,0,0.0,1,1.0,0,0,0,0,1,-1,1
7033,1,5,9,1,16,0,0.264084507,1,0.0281690141,0,0,1,-1,0,1,0
7309,2,5,0,0,13,0,0.0119047619,1,0.0476190476,0,0,1,0,0,1,0
1510,2,1,1,1,18,0,0.0,1,0.0,0,0,0,1,1,1,1
6769,2,4,2,0,24,0,0.0987654321,1,0.024691358,0,0,0,0,1,1,0
3829,4,5,0,0,26,0,0.0,0,0.0,1,0,0,0,1,1,1
3732,3,2,1,0,13,0,0.0,1,1.0,0,0,0,1,1,-1,1
7957,1,4,5,0,19,0,0.191011236,1,0.0,0,0,1,-1,0,1,0
3211,2,3,0,0,17,0,0.75,1,0.0,0,0,0,1,1,-1,1
3630,3,4,1,0,21,1,1.0,1,0.0,1,0,0,-1,1,-1,1
1708,1,5,1,0,21,0,0.0666666667,1,0.8666666667,0,0,0,1,1,-1,1
1845,3,3,0,0,38,0,0.0,1,0.0,0,0,0,0,1,1,1
266,2,6,1,0,16,0,0.0,1,0.0,0,0,0,0,1,1,1
5985,3,2,0,0,12,0,0.00332668,0,0.0,0,0,1,-1,1,1,0
1140,1,4,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1,1
3162,11,2,3,2,73,0,0.0,0,0.0,1,0,0,-1,1,1,1
6207,2,4,2,0,20,0,0.0619834711,1,0.0454545455,0,0,0,-1,-1,1,0
2046,1,3,1,0,15,0,0.0,1,0.0,0,0,0,1,1,1,1
3730,3,1,0,0,20,0,1.0,1,0.0,1,0,1,1,1,-1,1
1909,2,2,0,0,19,0,0.8333333333,1,0.1666666667,1,0,0,1,1,-1,1
7307,2,1,5,0,13,0,0.0727272727,1,0.0181818182,0,0,0,0,1,1,0
2660,6,4,0,0,19,0,0.9230769231,1,0.0,1,0,0,0,1,-1,1
656,2,2,0,0,25,0,0.9333333333,1,0.0,1,0,0,1,1,-1,1
6660,2,1,1,0,21,0,0.1232876712,1,0.0,0,0,1,0,1,1,0
1307,2,3,0,0,16,0,1.0,1,0.0,1,0,0,1,-1,-1,1
9429,3,4,1,0,13,0,0.0201612903,1,0.060483871,0,0,1,1,-1,1,0
998,4,5,0,0,13,0,0.0,1,0.0,1,0,0,0,1,1,1
7432,3,4,0,0,29,0,0.0,1,0.0,0,0,1,0,1,1,0
2834,5,1,1,1,29,1,0.8888888889,1,0.0,1,0,0,-1,1,-1,1
9178,2,1,1,0,11,0,0.0855855856,1,0.009009009,0,0,1,1,1,1,0
5880,2,4,10,0,21,0,0.6816143498,1,0.067264574,0,0,1,-1,0,-1,0
1237,2,5,0,0,12,0,0.0,1,1.0,1,0,0,0,1,-1,1
2151,3,4,0,0,17,0,0.0,1,0.0,0,0,0,0,1,1,1
7919,3,2,7,1,26,0,0.0934065934,1,0.0274725275,0,0,1,-1,1,1,0
9695,3,2,0,0,20,0,0.2328767123,1,0.0,0,0,0,1,0,1,0
7189,2,3,16,0,11,0,0.0325732899,1,0.0293159609,0,0,0,-1,1,1,0
8303,1,2,1,0,9,0,0.1871657754,1,0.0374331551,0,0,1,1,0,1,0
6578,1,2,1,0,9,0,0.0199004975,1,0.0,0,0,1,-1,1,1,0
5091,2,0,0,0,15,0,0.1394495413,1,0.0165137615,0,1,1,1,1,1,0
2186,4,4,0,0,9,0,0.0,1,0.0,0,0,0,1,1,1,1
1134,3,2,0,0,15,0,1.0,1,0.0,1,0,0,1,1,-1,1
5004,2,0,0,0,17,0,0.0607028754,1,0.0,0,0,0,1,0,1,0
7974,1,1,3,0,28,0,0.2,1,0.03,0,1,1,0,-1,1,0
1303,3,5,0,0,12,0,0.0,1,1.0,1,0,1,1,1,-1,1
8468,2,5,0,0,16,0,0.15,1,0.15,0,0,0,0,1,1,0
1627,3,3,0,0,22,0,0.0,1,1.0,1,0,0,0,1,-1,1
9281,2,4,0,0,22,0,0.3870967742,0,0.0,0,0,1,0,1,0,0
1522,2,3,0,0,13,0,0.0,1,0.0,0,0,0,1,1,1,1
9810,2,2,4,0,15,0,0.0098522167,0,0.0,0,0,1,0,1,1,0
358,2,2,0,0,10,0,1.0,1,0.0,1,0,0,1,1,-1,1
138,2,3,1,0,17,0,0.0,1,0.0,0,0,0,-1,1,1,1
299,3,8,1,1,16,0,1.0,1,0.0,0,0,1,0,1,-1,1
1556,2,4,1,0,13,0,1.0,1,0.0,1,0,1,0,1,-1,1
5099,2,0,0,0,12,0,0.1889952153,1,0.004784689,0,0,1,1,1,1,0
382,5,4,0,0,11,1,0.9230769231,1,0.0,1,0,0,-1,1,-1,1
8312,1,3,0,0,8,0,0.2289719626,1,0.0,0,1,0,1,1,1,0
6948,5,4,0,0,23,0,0.0612244898,1,0.0816326531,0,0,0,0,1,1,0
4857,2,4,1,0,17,0,0.875,1,0.0,1,0,0,0,1,-1,1
3180,2,3,1,1,21,0,0.0555555556,1,0.9444444444,0,0,1,0,1,-1,1
1439,3,4,2,1,20,0,1.0,1,0.0,1,0,1,0,0,-1,1
7269,1,3,6,0,11,0,0.2409638554,1,0.0240963855,0,1,1,0,1,1,0
5673,7,5,0,0,20,0,0.0227272727,1,0.0,0,0,0,-1,1,1,0
946,3,6,1,0,15,0,0.0,1,0.0,0,0,0,-1,1,1,1
2390,2,7,1,1,26,2,0.0,1,0.0,0,0,0,-1,1,1,1
5498,3,1,11,0,32,0,0.1758241758,1,0.0,0,0,0,-1,1,1,0
7073,1,5,6,0,18,0,0.3725490196,1,0.0,0,0,0,-1,0,0,0
9230,2,2,1,0,17,0,0.0,0,0.0858585859,0,0,0,1,1,1,0
2721,2,3,4,1,22,0,0.3333333333,1,0.6666666667,0,1,0,0,1,-1,1
1932,3,3,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1,1
7423,1,2,2,0,13,0,0.0788461538,1,0.0,0,0,0,-1,0,1,0
3236,2,3,0,0,14,0,0.0,1,0.0,0,0,0,0,1,1,1
3140,3,8,3,1,20,0,0.0,1,0.0,0,0,0,-1,1,1,1
4163,2,2,0,0,20,0,1.0,1,0.0,1,0,1,1,1,-1,1
8888,2,3,1,0,26,0,0.1017964072,0,0.005988024,0,0,0,1,1,1,0
3807,3,2,0,0,17,1,1.0,1,0.0,1,0,0,0,0,-1,1
9479,2,2,1,0,12,0,0.0085470085,1,0.3076923077,0,0,1,1,1,0,0
6983,2,2,4,0,19,0,0.0202020202,0,0.0,0,0,0,-1,1,1,0
8904,4,3,0,0,17,0,0.0769230769,1,0.0512820513,0,0,0,1,1,1,0
9722,2,2,0,0,18,0,0.0407407407,1,0.0111111111,0,0,1,1,1,1,0
4154,2,2,1,1,37,0,0.0,1,1.0,0,1,1,1,1,-1,1
4172,4,9,1,0,19,0,1.0,1,0.0,1,0,0,-1,1,-1,1
796,3,4,0,0,15,1,1.0,1,0.0,0,0,1,0,1,-1,1
2416,3,4,1,0,10,0,0.0405405405,1,0.0810810811,0,0,0,0,0,1,1
7170,1,2,4,0,10,0,0.0434782609,1,0.0,0,0,1,0,1,1,0
6139,3,1,0,0,28,0,0.0117647059,0,0.0,0,0,0,0,1,1,0
785,1,3,1,1,14,0,0.0,1,1.0,0,0,0,0,1,-1,1
7067,2,2,3,0,16,0,0.0220588235,0,0.0,0,0,1,-1,1,1,0
3158,2,3,0,0,14,0,0.0,1,0.0,0,0,0,0,1,1,1
123,2,4,2,2,17,0,0.25,1,0.75,0,0,0,1,1,-1,1
9457,2,1,0,0,14,0,0.2,1,0.2545454545,0,0,0,1,1,0,0
9246,3,1,0,0,21,0,0.0,0,0.0454545455,0,0,0,1,0,1,0
2172,2,3,1,1,17,0,0.2,1,0.8,0,0,0,1,1,-1,1
2169,2,3,1,1,17,0,0.2,1,0.8,0,0,0,1,1,-1,1
6880,2,1,0,0,17,0,0.0588235294,1,0.0,0,0,0,0,1,1,0
4009,2,5,0,0,25,0,0.0,1,0.0,0,0,0,0,1,1,1
9296,3,2,0,0,18,0,0.0109170306,1,0.0,0,0,0,0,1,1,0
4340,5,5,4,4,40,1,0.6666666667,1,0.0,1,0,0,-1,1,0,1
910,2,4,3,0,13,1,0.0,1,0.0,0,0,0,-1,1,1,1
6268,2,2,0,0,13,0,0.0,1,0.0,0,0,0,-1,1,1,0
7771,3,2,11,1,24,0,0.5487179487,1,0.0102564103,0,1,0,-1,-1,0,0
2309,2,2,0,0,25,0,1.0,1,0.0,1,0,1,1,1,-1,1
9658,2,6,0,0,21,0,0.0363636364,1,0.3636363636,0,1,0,0,1,0,0
3634,5,2,1,1,52,0,0.0,1,0.0,0,0,0,-1,1,1,1
1257,2,2,0,0,24,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
6591,1,2,4,0,13,0,0.036199095,1,0.0226244344,0,0,1,0,1,1,0
4458,2,4,0,0,11,0,0.5,1,0.0,0,0,1,0,1,0,1
6133,3,1,0,0,19,0,0.064,1,0.0,0,0,0,0,1,1,0
1178,2,4,0,0,10,1,0.0,1,0.0,0,0,0,1,1,1,1
